2015-06-25T05:13:12.931Z,League of Legends,90186
2015-06-25T05:13:12.931Z,Hearthstone: Heroes of Warcraft,31147
2015-06-25T05:13:12.931Z,Counter-Strike: Global Offensive,26829
2015-06-25T05:13:12.931Z,Dota 2,24314
2015-06-25T05:13:12.931Z,Batman: Arkham Knight,22991
2015-06-25T05:13:12.931Z,ARK: Survival Evolved,15553
2015-06-25T05:13:12.931Z,Destiny,9817
2015-06-25T05:13:12.931Z,World of Warcraft: Warlords of Draenor,8966
2015-06-25T05:13:12.931Z,H1Z1,8542
2015-06-25T05:13:12.931Z,Minecraft,7415
2015-06-25T05:13:12.931Z,Call of Duty: Black Ops II,5137
2015-06-25T05:13:12.931Z,The Binding of Isaac: Rebirth,5058
2015-06-25T05:13:12.931Z,Heroes of the Storm,5007
2015-06-25T05:13:12.931Z,FTL: Faster Than Light,4843
2015-06-25T05:13:12.931Z,The Witcher 3: Wild Hunt,4206
2015-06-25T05:13:12.931Z,Grand Theft Auto V,4163
2015-06-25T05:13:12.931Z,Fallout 3,4158
2015-06-25T05:13:12.931Z,Call of Duty: Advanced Warfare,3905
2015-06-25T05:13:12.931Z,StarCraft II: Heart of the Swarm,3433
2015-06-25T05:13:12.931Z,Super Smash Bros. for Wii U,3036
2015-06-25T05:13:12.931Z,The Legend of Zelda: A Link Between Worlds,2762
2015-06-25T05:13:12.931Z,Mortal Kombat X,2713
2015-06-25T05:13:12.931Z,Gaming Talk Shows,2516
2015-06-25T05:13:12.931Z,Music,2499
2015-06-25T05:13:12.931Z,RuneScape,2263
2015-06-25T05:13:12.931Z,NBA 2K15,2241
2015-06-25T05:13:12.931Z,Smite,2002
2015-06-25T05:13:12.931Z,Fallout: New Vegas,1740
2015-06-25T05:13:12.931Z,Hatsune Miku: Project DIVA F 2nd,1707
2015-06-25T05:13:12.931Z,FIFA 15,1691
2015-06-25T05:13:12.931Z,World of Tanks,1491
2015-06-25T05:13:12.931Z,Mr. Robot,1489
2015-06-25T05:13:12.931Z,Final Fantasy XIV: Heavensward,1446
2015-06-25T05:13:12.931Z,PlanetSide 2,1441
2015-06-25T05:13:12.931Z,Outlast,1434
2015-06-25T05:13:12.931Z,Dark Souls II: Scholar of the First Sin,1362
2015-06-25T05:13:12.931Z,Magic: The Gathering,1340
2015-06-25T05:13:12.931Z,Battlefield 4,1339
2015-06-25T05:13:12.931Z,Poker,1290
2015-06-25T05:13:12.931Z,Paper Mario,1239
2015-06-26T02:17:09.463Z,League of Legends,101383
2015-06-26T02:17:09.463Z,Hearthstone: Heroes of Warcraft,30015
2015-06-26T02:17:09.463Z,Minecraft,25732
2015-06-26T02:17:09.463Z,Dota 2,25716
2015-06-26T02:17:09.463Z,H1Z1,25548
2015-06-26T02:17:09.463Z,World of Warcraft: Warlords of Draenor,19830
2015-06-26T02:17:09.463Z,Counter-Strike: Global Offensive,18141
2015-06-26T02:17:09.463Z,ARK: Survival Evolved,15725
2015-06-26T02:17:09.463Z,Batman: Arkham Knight,13965
2015-06-26T02:17:09.463Z,Destiny,8738
2015-06-26T02:17:09.463Z,Smite,7954
2015-06-26T02:17:09.463Z,StarCraft II: Heart of the Swarm,5257
2015-06-26T02:17:09.463Z,Call of Duty: Black Ops II,5054
2015-06-26T02:17:09.463Z,Dungeons & Dragons,4912
2015-06-26T02:17:09.463Z,Call of Duty: Advanced Warfare,4823
2015-06-26T02:17:09.463Z,Grand Theft Auto V,4481
2015-06-26T02:17:09.463Z,Heroes of the Storm,4476
2015-06-26T02:17:09.463Z,Risk of Rain,3943
2015-06-26T02:17:09.463Z,RuneScape,3657
2015-06-26T02:17:09.463Z,Halo 3: ODST,3375
2015-06-26T02:17:09.463Z,Fallout 3,3061
2015-06-26T02:17:09.463Z,The Legend of Zelda: Ocarina of Time,2779
2015-06-26T02:17:09.463Z,Magic: The Gathering,2750
2015-06-26T02:17:09.463Z,World of Tanks,2490
2015-06-26T02:17:09.463Z,Cities: Skylines,2433
2015-06-26T02:17:09.463Z,Life Is Strange,2257
2015-06-26T02:17:09.463Z,Tales from the Borderlands,2205
2015-06-26T02:17:09.463Z,Gaming Talk Shows,2199
2015-06-26T02:17:09.463Z,Final Fantasy XIV: Heavensward,1880
2015-06-26T02:17:09.463Z,FIFA 15,1825
2015-06-26T02:17:09.463Z,Music,1761
2015-06-26T02:17:09.463Z,Halo: The Master Chief Collection,1740
2015-06-26T02:17:09.463Z,Super Smash Bros. for Wii U,1606
2015-06-26T02:17:09.463Z,NBA 2K15,1568
2015-06-26T02:17:09.463Z,Battlefield 4,1563
2015-06-26T02:17:09.463Z,Poker,1484
2015-06-26T02:17:09.463Z,The Elder Scrolls Online: Tamriel Unlimited,1439
2015-06-26T02:17:09.463Z,Mortal Kombat X,1432
2015-06-26T02:17:09.463Z,Blackjack,1385
2015-06-26T02:17:09.463Z,DayZ,1249
2015-06-25T08:13:48.554Z,League of Legends,85393
2015-06-25T08:13:48.554Z,Hearthstone: Heroes of Warcraft,36723
2015-06-25T08:13:48.554Z,Dota 2,23170
2015-06-25T08:13:48.554Z,Counter-Strike: Global Offensive,21938
2015-06-25T08:13:48.554Z,ARK: Survival Evolved,13319
2015-06-25T08:13:48.554Z,Batman: Arkham Knight,12915
2015-06-25T08:13:48.554Z,ArmA III,9155
2015-06-25T08:13:48.554Z,Destiny,5699
2015-06-25T08:13:48.554Z,World of Warcraft: Warlords of Draenor,4729
2015-06-25T08:13:48.554Z,H1Z1,4368
2015-06-25T08:13:48.554Z,Heroes of the Storm,4290
2015-06-25T08:13:48.554Z,Gaming Talk Shows,3975
2015-06-25T08:13:48.554Z,StarCraft II: Heart of the Swarm,3226
2015-06-25T08:13:48.554Z,Call of Duty: Advanced Warfare,3208
2015-06-25T08:13:48.554Z,The Legend of Zelda: The Wind Waker HD,3074
2015-06-25T08:13:48.554Z,FIFA 15,2973
2015-06-25T08:13:48.554Z,Risk of Rain,2918
2015-06-25T08:13:48.554Z,Grand Theft Auto V,2748
2015-06-25T08:13:48.554Z,World of Tanks,2389
2015-06-25T08:13:48.554Z,Minecraft,2354
2015-06-25T08:13:48.554Z,Music,2264
2015-06-25T08:13:48.554Z,RuneScape,2080
2015-06-25T08:13:48.554Z,Smite,2030
2015-06-25T08:13:48.554Z,Paper Mario,1209
2015-06-25T08:13:48.554Z,Blackjack,1196
2015-06-25T08:13:48.554Z,Poker,1182
2015-06-25T08:13:48.554Z,NBA 2K15,1124
2015-06-25T08:13:48.554Z,Mortal Kombat X,1089
2015-06-25T08:13:48.554Z,The Elder Scrolls Online: Tamriel Unlimited,1024
2015-06-25T08:13:48.554Z,Fallout 3,949
2015-06-25T08:13:48.554Z,World of Warcraft,919
2015-06-25T08:13:48.554Z,Call of Duty: Black Ops II,912
2015-06-25T08:13:48.554Z,DayZ,864
2015-06-25T08:13:48.554Z,Path of Exile,830
2015-06-25T08:13:48.554Z,Super Smash Bros. Melee,827
2015-06-25T08:13:48.554Z,Diablo III: Reaper of Souls,813
2015-06-25T08:13:48.554Z,Bloodborne,804
2015-06-25T08:13:48.554Z,F-Zero,627
2015-06-25T08:13:48.554Z,Battlefield 4,607
2015-06-25T08:13:48.554Z,Super Mario Kart,602
2015-06-25T11:14:17.907Z,League of Legends,67815
2015-06-25T11:14:17.907Z,Dota 2,44644
2015-06-25T11:14:17.907Z,Counter-Strike: Global Offensive,33395
2015-06-25T11:14:17.907Z,Hearthstone: Heroes of Warcraft,26692
2015-06-25T11:14:17.907Z,Batman: Arkham Knight,16707
2015-06-25T11:14:17.907Z,ARK: Survival Evolved,8285
2015-06-25T11:14:17.907Z,Heroes of the Storm,6328
2015-06-25T11:14:17.907Z,World of Warcraft: Warlords of Draenor,6147
2015-06-25T11:14:17.907Z,FIFA 15,5458
2015-06-25T11:14:17.907Z,Minecraft,4296
2015-06-25T11:14:17.907Z,Super Metroid,4046
2015-06-25T11:14:17.907Z,World of Tanks,3428
2015-06-25T11:14:17.907Z,StarCraft II: Heart of the Swarm,3347
2015-06-25T11:14:17.907Z,The Legend of Zelda: The Wind Waker HD,3198
2015-06-25T11:14:17.907Z,H1Z1,3134
2015-06-25T11:14:17.907Z,Grand Theft Auto V,2895
2015-06-25T11:14:17.907Z,ArmA III,2663
2015-06-25T11:14:17.907Z,RuneScape,2568
2015-06-25T11:14:17.907Z,Destiny,2291
2015-06-25T11:14:17.907Z,Music,1824
2015-06-25T11:14:17.907Z,Call of Duty: Advanced Warfare,1703
2015-06-25T11:14:17.907Z,Smite,1576
2015-06-25T11:14:17.907Z,The Elder Scrolls Online: Tamriel Unlimited,1443
2015-06-25T11:14:17.907Z,Path of Exile,1287
2015-06-25T11:14:17.907Z,The Legend of Zelda: Majora's Mask,1179
2015-06-25T11:14:17.907Z,Call of Duty: Black Ops II,1108
2015-06-25T11:14:17.907Z,Dirty Bomb,1092
2015-06-25T11:14:17.907Z,Diablo III: Reaper of Souls,1069
2015-06-25T11:14:17.907Z,LEGO Jurassic World,982
2015-06-25T11:14:17.907Z,DayZ,917
2015-06-25T11:14:17.907Z,Mortal Kombat X,890
2015-06-25T11:14:17.907Z,Super Mario 64,883
2015-06-25T11:14:17.907Z,The Binding of Isaac: Rebirth,849
2015-06-25T11:14:17.907Z,Heroes of Newerth,845
2015-06-25T11:14:17.907Z,Bloodborne,703
2015-06-25T11:14:17.907Z,Dynamite Headdy,703
2015-06-25T11:14:17.907Z,Battlefield 4,671
2015-06-25T11:14:17.907Z,Super Mario Kart,645
2015-06-25T11:14:17.907Z,Pokémon Omega Ruby/Alpha Sapphire,637
2015-06-25T11:14:17.907Z,Poker,615
2015-06-26T12:18:54.253Z,League of Legends,115871
2015-06-26T12:18:54.253Z,Dota 2,37769
2015-06-26T12:18:54.253Z,Hearthstone: Heroes of Warcraft,34616
2015-06-26T12:18:54.253Z,Counter-Strike: Global Offensive,34373
2015-06-26T12:18:54.253Z,ARK: Survival Evolved,15346
2015-06-26T12:18:54.253Z,Batman: Arkham Knight,7194
2015-06-26T12:18:54.253Z,Destiny,6895
2015-06-26T12:18:54.253Z,Lineage II: The Chaotic Chronicle,6594
2015-06-26T12:18:54.253Z,World of Tanks,6071
2015-06-26T12:18:54.253Z,StarCraft II: Heart of the Swarm,5882
2015-06-26T12:18:54.253Z,World of Warcraft: Warlords of Draenor,4659
2015-06-26T12:18:54.253Z,Heroes of the Storm,4489
2015-06-26T12:18:54.253Z,FIFA 15,4391
2015-06-26T12:18:54.253Z,Penumbra: Black Plague,4381
2015-06-26T12:18:54.253Z,Minecraft,4374
2015-06-26T12:18:54.253Z,Bloodborne,4320
2015-06-26T12:18:54.253Z,RuneScape,2554
2015-06-26T12:18:54.253Z,Call of Duty: Advanced Warfare,2528
2015-06-26T12:18:54.253Z,Grand Theft Auto V,2421
2015-06-26T12:18:54.253Z,Guitar Hero III: Legends of Rock,2362
2015-06-26T12:18:54.253Z,Music,1999
2015-06-26T12:18:54.253Z,Smite,1880
2015-06-26T12:18:54.253Z,Call of Duty: Black Ops II,1699
2015-06-26T12:18:54.253Z,Toukiden Kiwami,1587
2015-06-26T12:18:54.253Z,Diablo III: Reaper of Souls,1579
2015-06-26T12:18:54.253Z,Blackjack,1551
2015-06-26T12:18:54.253Z,Fallout: New Vegas,1489
2015-06-26T12:18:54.253Z,J-Stars Victory Vs+,1458
2015-06-26T12:18:54.253Z,Heroes of Newerth,1328
2015-06-26T12:18:54.253Z,Battlefield 4,1263
2015-06-26T12:18:54.253Z,The Elder Scrolls Online: Tamriel Unlimited,1199
2015-06-26T12:18:54.253Z,DayZ,1195
2015-06-26T12:18:54.253Z,Devil May Cry 4: Special Edition,1179
2015-06-26T12:18:54.253Z,ArmA III,1130
2015-06-26T12:18:54.253Z,Yoshi's Woolly World,1061
2015-06-26T12:18:54.253Z,The Binding of Isaac: Rebirth,1058
2015-06-26T12:18:54.253Z,Poker,971
2015-06-26T12:18:54.253Z,Dirty Bomb,956
2015-06-26T12:18:54.253Z,Final Fantasy XIV: Heavensward,942
2015-06-26T12:18:54.253Z,Game Dev Tycoon,937
2015-06-27T02:25:11.137Z,League of Legends,87117
2015-06-27T02:25:11.137Z,Hearthstone: Heroes of Warcraft,39697
2015-06-27T02:25:11.137Z,Counter-Strike: Global Offensive,35470
2015-06-27T02:25:11.137Z,Ultra Street Fighter IV,29556
2015-06-27T02:25:11.137Z,Dota 2,23255
2015-06-27T02:25:11.137Z,Destiny,18835
2015-06-27T02:25:11.137Z,Super Smash Bros. for Wii U,17250
2015-06-27T02:25:11.137Z,ARK: Survival Evolved,16611
2015-06-27T02:25:11.137Z,Forza Horizon 2,11830
2015-06-27T02:25:11.137Z,World of Warcraft: Warlords of Draenor,10941
2015-06-27T02:25:11.137Z,Batman: Arkham Knight,8720
2015-06-27T02:25:11.137Z,Super Smash Bros. Melee,8413
2015-06-27T02:25:11.137Z,Minecraft,7024
2015-06-27T02:25:11.137Z,Blackjack,6996
2015-06-27T02:25:11.137Z,FIFA 15,5969
2015-06-27T02:25:11.137Z,Gaming Talk Shows,5146
2015-06-27T02:25:11.137Z,The Binding of Isaac: Rebirth,4180
2015-06-27T02:25:11.137Z,Heroes of the Storm,3954
2015-06-27T02:25:11.137Z,Call of Duty: Advanced Warfare,3939
2015-06-27T02:25:11.137Z,RuneScape,3799
2015-06-27T02:25:11.137Z,Smite,3688
2015-06-27T02:25:11.137Z,StarCraft II: Heart of the Swarm,3448
2015-06-27T02:25:11.137Z,Call of Duty: Black Ops II,3343
2015-06-27T02:25:11.137Z,Grand Theft Auto V,3257
2015-06-27T02:25:11.137Z,NBA 2K15,2961
2015-06-27T02:25:11.137Z,Music,2925
2015-06-27T02:25:11.137Z,H1Z1,2381
2015-06-27T02:25:11.137Z,Fallout 3,2305
2015-06-27T02:25:11.137Z,Final Fantasy XIV: Heavensward,2100
2015-06-27T02:25:11.137Z,Dark Souls II: Scholar of the First Sin,1974
2015-06-27T02:25:11.137Z,Puzzle & Dragons,1867
2015-06-27T02:25:11.137Z,Mortal Kombat X,1688
2015-06-27T02:25:11.137Z,Pokémon Omega Ruby/Alpha Sapphire,1613
2015-06-27T02:25:11.137Z,World of Tanks,1572
2015-06-27T02:25:11.137Z,Left 4 Dead 2,1506
2015-06-27T02:25:11.137Z,The Elder Scrolls Online: Tamriel Unlimited,1468
2015-06-27T02:25:11.137Z,Metal Gear Solid 3: Snake Eater,1416
2015-06-27T02:25:11.137Z,DayZ,1396
2015-06-27T02:25:11.137Z,Magic: The Gathering,1341
2015-06-27T02:25:11.137Z,Lineage II: The Chaotic Chronicle,1329
2015-06-26T08:18:19.377Z,League of Legends,92710
2015-06-26T08:18:19.377Z,Dota 2,41447
2015-06-26T08:18:19.377Z,Hearthstone: Heroes of Warcraft,17116
2015-06-26T08:18:19.377Z,World of Warcraft: Warlords of Draenor,11554
2015-06-26T08:18:19.377Z,Counter-Strike: Global Offensive,11417
2015-06-26T08:18:19.377Z,ArmA III,11386
2015-06-26T08:18:19.377Z,Darkest Dungeon,10904
2015-06-26T08:18:19.377Z,ARK: Survival Evolved,10744
2015-06-26T08:18:19.377Z,Destiny,8617
2015-06-26T08:18:19.377Z,Heroes of the Storm,6069
2015-06-26T08:18:19.377Z,Gaming Talk Shows,4646
2015-06-26T08:18:19.377Z,StarCraft II: Heart of the Swarm,3952
2015-06-26T08:18:19.377Z,Call of Duty: Advanced Warfare,3880
2015-06-26T08:18:19.377Z,Fallout 3,3032
2015-06-26T08:18:19.377Z,FIFA 15,2939
2015-06-26T08:18:19.377Z,Minecraft,2626
2015-06-26T08:18:19.377Z,Grand Theft Auto V,2395
2015-06-26T08:18:19.377Z,World of Tanks,2052
2015-06-26T08:18:19.377Z,H1Z1,1988
2015-06-26T08:18:19.377Z,Batman: Arkham Knight,1952
2015-06-26T08:18:19.377Z,Smite,1759
2015-06-26T08:18:19.377Z,RuneScape,1566
2015-06-26T08:18:19.377Z,Music,1506
2015-06-26T08:18:19.377Z,The Elder Scrolls Online: Tamriel Unlimited,1489
